title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Senior Analyst(Power BI),Prescience Decision Solutions,Bengaluru,3-7 Yrs,Not Disclosed,"python, data analysis, data analytics, ssas, bi, power bi, data warehousing, business analysis",3+ weeks ago,4.8,16  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-analyst-power-bi-prescience-decision-solutions-bengaluru-3-to-7-years-141025502777
Sr. Analyst - Data Engineering,Microland,Bengaluru,3-5 Yrs,Not Disclosed,"hive, python, data analysis, data analytics, oracle, data warehousing, pyspark, power bi",1 week ago,3.5,1980  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-analyst-data-engineering-microland-limited-bengaluru-3-to-5-years-260626502155
Hiring Clinical Data Analyst - M.Pharmacy - Freshers,Clininfotech,"Hyderabad(Ameerpet), Pune(Bhavaninagar), Bengaluru(Vijay Nagar)",0-2 Yrs,2.25-3.25 Lacs PA,"Mpharm, Quality Assurance, Pharmaceutics, Clinical Research, Pharmacy, pharmacist, Pharmacology, Biochemistry",3 days ago,4.3,7  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-hiring-clinical-data-analyst-m-pharmacy-freshers-clin-infotech-hyderabad-pune-bengaluru-0-to-2-years-180625015267
Analyst/ Sr. Analyst - BI,Artex Risk Solutions,Bengaluru,2-5 Yrs,Not Disclosed,"Data analysis, Data modeling, Business analysis, Consulting, Informatica, Visual Studio, data visualization, Risk management",3+ weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-analyst-sr-analyst-bi-artex-risk-solutions-bengaluru-2-to-5-years-170924506836
Analyst/ Sr. Analyst - BI,Gallagher,Bengaluru,2-5 Yrs,Not Disclosed,"Data analysis, Business analysis, Data modeling, Consulting, Informatica, data visualization, Risk management, Analytics",3+ weeks ago,3.6,2728  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-analyst-sr-analyst-bi-gallagher-bengaluru-2-to-5-years-140625500268
Senior Data Analyst,IKS HEALTH,"Hyderabad, Mumbai (All Areas)",5-7 Yrs,9-12 Lacs PA,"Excel, SQL, Python, Power BI, Data Analysis, MS Office, Office, Microsoft",1 week ago,3.5,3002  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-data-analyst-iks-health-hyderabad-mumbai-all-areas-5-to-7-years-020726010700
Senior Healthcare Research and Data Analyst,Clarivate,Bengaluru,2-5 Yrs,Not Disclosed,"Data Analyst, Biotechnology, Power Bi, Research, Tableau, Medical Devices, Data Analysis Tools, Forecasting",1 week ago,3.7,872  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-healthcare-research-and-data-analyst-clarivate-analytics-india-private-limited-bengaluru-2-to-5-years-290626929256
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,Kolkata,5-8 Yrs,Not Disclosed,"data engineer, python, project management, data analysis, data pipelines, microsoft azure, business development, elt",1 week ago,3.7,75214  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-data-eng-mgmt-governance-sr-analyst-accenture-solutions-pvt-ltd-kolkata-5-to-8-years-290626925124
Senior Analyst - Data Engineering,Microland,Bengaluru,3-5 Yrs,Not Disclosed,"Data analysis, Senior Analyst, Analytical, Presales, Data processing, Data quality, Predictive modeling, Data mining",1 week ago,3.5,1980  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-analyst-data-engineering-microland-limited-bengaluru-3-to-5-years-260626506301
Senior Analyst BI,Mindshare,Bengaluru,2-7 Yrs,Not Disclosed,"Industry research, Google Analytics, SAS, Web analytics, MS Access, Business analytics, Advanced Excel, Advertising",3+ weeks ago,3.5,78  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-analyst-bi-mindshare-india-pvt-ltd-bengaluru-2-to-7-years-260226505196
Senior Data Analyst,Grid Dynamics,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Data Science, Data Analysis, Data Modeling, SQL, Python, Data Visualization, Modeling, Science",2 weeks ago,3.2,124  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-data-analyst-grid-dynamics-hyderabad-chennai-bengaluru-5-to-10-years-250626017347
Financial planning & Analysis with Power BI- AM,EY,Hybrid - Bengaluru,7-12 Yrs,Not Disclosed,"Financial Planning and Analysis, Power BI, Financial Planning, Variance Analysis, Stakeholder Management, FPA, Budgeting, Forecasting",2 weeks ago,3.4,15004  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-financial-planning-analysis-with-power-bi-am-ey-bengaluru-7-to-12-years-220626030669
Analytics and Modeling Senior Analyst,Accenture,Bengaluru,5-8 Yrs,Not Disclosed,"Data Visualization, Automation, Sas, Power Bi, Data Management, Problem Solving, Reporting, Analytics",Just now,3.7,75214  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-analytics-and-modeling-senior-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-8-years-100726913641
Analytics Senior Analyst,EY,Bengaluru,2-5 Yrs,Not Disclosed,"Predictive Analytics, Capital Markets, Power Bi, Ai, Regression, Programming, Data Extraction, Tableau",1 day ago,3.4,15004  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-analytics-senior-analyst-ernst-young-llp-bengaluru-2-to-5-years-090726921106
Tracxn - Data Quality Analyst,Tracxn,Bengaluru,2-4 Yrs,Not Disclosed,"Data Quality, Research, Industry Research, Analysts, Market Intelligence, Qualitative Reasearch, Startup, Market Research",1 day ago,2.5,562  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-tracxn-data-quality-analyst-tracxn-bengaluru-2-to-4-years-090726014254
Data Analyst Sr,Dayforce,Bengaluru,5-10 Yrs,Not Disclosed,"development, python, data analysis, analytical, verbal communication, power bi, sql querying, microsoft",1 day ago,4.0,67  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-data-analyst-sr-dayforce-bengaluru-5-to-10-years-080726504366
Engineering Division - Data Quality & Governance - Analyst,Goldman Sachs,Bengaluru,2-7 Yrs,Not Disclosed,"remediation, Data analysis, Automation, Manager Quality Assurance, Analytical, Machine learning, Data quality, Risk management",1 day ago,3.3,1652  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-engineering-division-data-quality-governance-analyst-goldman-sachs-bengaluru-2-to-7-years-080726503256
Senior Data Quality Analyst,Leading Client,Bengaluru,5-8 Yrs,Not Disclosed,"quality analyst, data analysis tools, data analysis, quality control, data quality management, sql, database design, data quality",2 days ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-data-quality-analyst-wenger-watson-business-systems-private-limited-bengaluru-5-to-8-years-070726933968
AWS Mid Market Operations Analyst - Global (Senior Analyst),Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"Finance, Google Sheets, Operations Analyst, Sales Pipeline, Power Bi, Looker, Forecasting, Onboarding",2 days ago,3.7,75214  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-aws-mid-market-operations-analyst-global-senior-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-070726922031
Sr. Data Analyst - MS Excel,Yash Technologies,Chennai,7-12 Yrs,Not Disclosed,"Business transformation, Product service, Analytical, Agile, Healthcare, Data quality, Troubleshooting, Stakeholder management",1 week ago,3.6,2068  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-data-analyst-ms-excel-yash-technologies-chennai-7-to-12-years-030726502487
Sr. Data Analyst - MS Excel,Yash Technologies,Hyderabad,7-12 Yrs,Not Disclosed,"Business transformation, Product service, Analytical, Agile, Healthcare, Data quality, Troubleshooting, Stakeholder management",1 week ago,3.6,2068  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-data-analyst-ms-excel-yash-technologies-hyderabad-7-to-12-years-030726502486
Senior Data Analyst,Dun & Bradstreet,Hyderabad,6-8 Yrs,Not Disclosed,"Project Management, Power Bi, Data Analysis, SQL, Stakeholder Management, JIRA, Project, Bi",1 week ago,3.1,465  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-data-analyst-dun-bradstreet-hyderabad-6-to-8-years-020726025487
Senior Business Analyst,Assurex India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Not Disclosed,"Analytical skills, Training, Business Analyst, Project management, Agile, Equity, Application software, Recruitment",3+ weeks ago,2.6,75  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-assurex-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-070323501258
Senior Business Analyst,CGI,Chennai,3-8 Yrs,Not Disclosed,"Business Analysis, Gap Analysis, Business Intelligence, Product Management, Use Cases, Business Analytics, Requirement Gathering, User Stories",1 week ago,4.0,5557  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-cgi-information-systems-and-management-consultants-chennai-3-to-8-years-020726915856
Senior Business Analyst,Iris Software,Noida,3-6 Yrs,Not Disclosed,"Business Analyst, Automation, Process Mapping, User Stories, Software Testing, Swot Analysis, Jira, Devops",1 week ago,3.7,1942  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-iris-software-technologies-private-limited-noida-3-to-6-years-290626928014
Senior Business Analyst - Healthcare,Hexaware Technologies,Ahmedabad,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-ahmedabad-3-to-7-years-290526502660
Senior Business Analyst - Healthcare,Hexaware Technologies,Noida,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-noida-3-to-7-years-290526502658
Senior Business Analyst - Healthcare,Hexaware Technologies,Coimbatore,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-coimbatore-3-to-7-years-290526502657
Senior Business Analyst - Healthcare,Hexaware Technologies,Chennai,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-chennai-3-to-7-years-290526502656
Senior Business Analyst - Healthcare,Hexaware Technologies,Hyderabad,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-hyderabad-3-to-7-years-290526502655
Senior Business Analyst - Healthcare,Hexaware Technologies,Pune,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-pune-3-to-7-years-290526502654
Senior Business Analyst - Healthcare,Hexaware Technologies,Nagpur,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-nagpur-3-to-7-years-290526502653
Senior Business Analyst - Healthcare,Hexaware Technologies,Mumbai,3-7 Yrs,Not Disclosed,"Business process, Data analysis, ODBC, Customer management, Claims, Healthcare, Senior Business Analyst, SDLC",3+ weeks ago,3.4,7898  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-healthcare-hexaware-technologies-mumbai-3-to-7-years-290526502652
Adobe Creative Cloud (Junior/Senior Business Analyst),Crisil Analytices,Pune,4-7 Yrs,Not Disclosed,"Graphics, communication design, digital content, Illustrator, Digital design, HTML, data visualization, Photoshop",1 week ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-adobe-creative-cloud-junior-senior-business-analyst-crisil-analytices-pune-4-to-7-years-260626503415
Business Intelligence-Data Analyst,AMS,Gurugram,4-9 Yrs,Not Disclosed,"Power Bi, SQL, Dashboards, Ctr, Business Intelligence, CPM, Paid Media, Paid Social",2 weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-intelligence-data-analyst-ams-gurugram-4-to-9-years-250626046213
Senior Business Analyst - ECL,Surya Software Systems,Bengaluru,2-7 Yrs,15-30 Lacs PA,"Credit Risk, IFRS9, ECL, Model Risk, Model Validation, Expected Credit Loss, IFRS, Risk",3 days ago,3.6,55  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-ecl-surya-software-systems-bengaluru-2-to-7-years-250326013865
Senior Business Analyst,Bajaj Finance,Pune,3-5 Yrs,Not Disclosed,"Business Analyst, Change Management, Azure, Compliance, Quality Management, Stakeholder Communication, Risk Management, Project Management",2 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-3-to-5-years-240626928981
Senior Business Analyst,Redbus,Bengaluru,3-5 Yrs,10-20 Lacs PA,"SQL, Python, SSAS, SSRS, SSIS, Senior, Business analysis, Ssa",2 weeks ago,4.1,371  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-redbus-bengaluru-3-to-5-years-240626009284
Senior Business Operations Analyst,Conduent,Noida,8-13 Yrs,Not Disclosed,"Operations Analyst, Business Intelligence, Automation, Power Bi, Process Improvement, Tableau, Forecasting, Analytics",3 weeks ago,3.4,3369  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-operations-analyst-conduent-business-services-india-llp-noida-8-to-13-years-190626911986
Senior Business Analyst - Telecom Expense Management,Careernet,Chennai,6-10 Yrs,Not Disclosed,"Telecom, Expense Management, Business Analysis, Management, Expenses, Senior, Telecom Expense Management, Analysis",3 weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-telecom-expense-management-careernet-chennai-6-to-10-years-150626017732
Business Analyst & Data Analyst,Rashmi Chourasiya,"Pune, Bengaluru",0 Yrs,4-5 Lacs PA,"Tableau, Looker, SQL, Python, Power Bi, Problem Solving, Bi Tools, Analytics",3 weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-data-analyst-rashmi-chourasiya-pune-bengaluru-0-to-0-years-130626014185
Business Analyst,CGI,Bengaluru,4-7 Yrs,Not Disclosed,"Wealth Management, Digital Product Development, Business Analyst, Management, Digital Product, Business analysis, Product development, Digital",1 day ago,4.0,5557  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-cgi-bengaluru-4-to-7-years-080726032188
Business Analyst - Plan Data Asset,360 technology,"Pune, Chennai, Bengaluru",5-8 Yrs,Not Disclosed,"Business Analyst, Anaplan, Advanced Excel, Azure, Stakeholder Management.  This JD is concise, Master Data, Supply Chain, SAP S/4HANA",6 days ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-plan-data-asset-vh-mobile-metrics-pune-chennai-bengaluru-5-to-8-years-030726030717
Business Analyst - Plan Data Asset,360 technology,"Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Business Analyst, Order Management, Customer Service, Azure, Stakeholder Management., Supply Chain, SQL, Excel",6 days ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-plan-data-asset-vh-mobile-metrics-pune-chennai-bengaluru-5-to-10-years-030726030620
Senior Business Analyst,Cimpress,Remote,4-8 Yrs,Not Disclosed,"Data Presentation, Data Engineering, Power BI, BI, Tools, Programming, Tableau, Dashboarding",1 week ago,3.8,449  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-cimpress-bengaluru-4-to-8-years-020726005061
Senior Business Analyst,Crisil Analytices,Hyderabad,10-14 Yrs,Not Disclosed,"Product management, ERP, Business analysis, Competitive analysis, Process improvement, Analytical, Market research, Gap analysis",1 week ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-crisil-analytices-hyderabad-10-to-14-years-290626504250
Senior Business Analyst,Crisil Analytices,Mumbai,8-13 Yrs,Not Disclosed,"Business Analyst, Business analysis, Analytical, Artificial Intelligence, Agile, Senior Business Analyst, Agile methodology, Process Lead",1 week ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-crisil-analytices-mumbai-8-to-13-years-260626503534
Senior Business Analyst,Crisil Analytices,Mumbai,5-10 Yrs,Not Disclosed,"Production support, Business Analyst, Bfsi, Market intelligence, Credit risk management, ITES, Credit risk, Stakeholder management",1 week ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-crisil-analytices-mumbai-5-to-10-years-260626503470
Senior Business Analyst,Crisil Analytices,Mumbai,6-11 Yrs,Not Disclosed,"Business Analyst, Business analysis, Senior Business Analyst, Salesforce CRM, CRM, Salesforce, Analysis, Senior",1 week ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-crisil-analytices-mumbai-6-to-11-years-260626501680
Senior Business Analyst,Worley,Hyderabad,8-12 Yrs,Not Disclosed,"Process design, remediation, Process optimization, HP data protector, Consulting, Javascript, HTML, Gap analysis",2 weeks ago,4.1,1407  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-worleyparsons-sdn-bhd-hyderabad-8-to-12-years-250626503043
Senior Business Analyst,Bajaj Finance,Pune,1-5 Yrs,Not Disclosed,"Business Analyst, Project Team, C, Finance, Html5, Marketing, Operating Systems, Qa",2 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-1-to-5-years-240626929976
Senior Business Analyst,Bajaj Finance,Pune,1-5 Yrs,Not Disclosed,"business analyst, project management, software development, c, html5, critical path, operating systems, application development",2 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-1-to-5-years-240626928438
Sr Associate Business Analyst - Research Data and Analytics,Amgen Inc,Hyderabad,1-4 Yrs,Not Disclosed,"business analyst, python, biotechnology, data analysis, software development, scrum master, ai, databricks",2 weeks ago,2.8,175  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-associate-business-analyst-research-data-and-analytics-amgen-inc-hyderabad-1-to-4-years-230626941963
Data/ Business Analyst - Cybersecurity,NA,Remote,6-11 Yrs,Not Disclosed,"Data analyst, Cyber, Power BI, Cybersecurity, business analyst, Tableau, Data analysis, Business analysis",2 weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-data-business-analyst-cybersecurity-allegis-group-pune-6-to-11-years-230626033413
Sr Business Analyst,Invesco,Hyderabad,8-13 Yrs,Not Disclosed,"Business Analyst, Analytical, Agile, HTML, Asset management, Investment management, Medical insurance, Business solutions",3+ weeks ago,3.6,503  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-business-analyst-invesco-india-pvt-ltd-hyderabad-8-to-13-years-220526502669
Data & Business Insights Analyst,"NTT DATA, Inc.",Chennai,3-7 Yrs,3.5-6.5 Lacs PA,"Power Bi, Tableau, Advanced Excel, SQL, Python, Data, Insights, Excel",2 weeks ago,3.9,3584  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-data-business-insights-analyst-ntt-data-inc-chennai-3-to-7-years-190626021901
Sr Analyst I Business Process Transactions / RR,DXC Technology,Noida,5-10 Yrs,Not Disclosed,"Data analysis, PMP, Quality standards, Compliance, Senior Analyst, Social media, Manager Technology, Business process management",3+ weeks ago,3.6,12236  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-analyst-i-business-process-transactions-rr-dxc-technology-noida-5-to-10-years-190526503174
Senior Business Analyst,Bajaj Finance,Pune,5-7 Yrs,Not Disclosed,"Business Analyst, Procurement, Fintech, Bfsi, Research, Content Writing, Business Analysis, Design",3 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-5-to-7-years-170626936986
Senior Business Analyst,Bajaj Finance,Pune,3-4 Yrs,Not Disclosed,"business analyst, python, github, cdc, message queues, data capture, sprint, databricks",3 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-3-to-4-years-170626929610
Senior Business Analyst,Bajaj Finance,Pune,5-7 Yrs,Not Disclosed,"business analyst, project management, prototyping, business analysis, entrepreneurship, market research, fintech, sales",3 weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-5-to-7-years-170626929566
Intern - Business Data Analyst,Jodo,Bengaluru,N/A,Unpaid,N/A,Starts in 1-3 months,3.7,146  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-intern-business-data-analyst-jodopay-com-bengaluru-0-to-1-years-151025501755
Senior Business Analyst,Bajaj Finance,Pune,4-6 Yrs,Not Disclosed,"Business Analyst, Java, Azure, Finance, Api Development, Programming, Restful, Spring Boot",3+ weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-4-to-6-years-100626936984
Senior Business Analyst,Bajaj Finance,Pune,4-5 Yrs,Not Disclosed,"Business Analyst, Compliance, Project Management Tools, Devops, Onboarding, Sdlc, Qa, Software Development Lifecycle",3+ weeks ago,3.9,9509  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-bajaj-finance-limited-pune-4-to-5-years-100626925754
Sr. Business Analyst Data Analyst,Jean Martin Systems,Mumbai,3-4 Yrs,Not Disclosed,"tableau, Excel, Front end, Business analysis, Business analytics, MySQL, power bi, data visualization",3+ weeks ago,3.9,26  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-business-analyst-data-analyst-jean-martin-systems-india-pvt-ltd-mumbai-3-to-4-years-091225504030
Healthcare Business Analyst,Infosys,Bengaluru,2-7 Yrs,Not Disclosed,"healthcare, medical, pharmaceutical, health care services, us healthcare, business analysis, medicine, nursing",2 days ago,3.5,49884  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-healthcare-business-analyst-infosys-limited-bengaluru-2-to-7-years-070726927107
SENIOR BUSINESS ANALYST - Product Management,Happiest Minds Technologies,Bengaluru,3-8 Yrs,Not Disclosed,"Product management, Computer science, metadata, Analytical, Machine learning, Agile, Scrum, JIRA",2 days ago,3.4,1486  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-product-management-happiest-minds-technologies-pvt-ltd-bengaluru-3-to-8-years-070726502889
Business Analyst,Tata Consultancy Services,"Chennai, Bengaluru, Mumbai (All Areas)",3-8 Yrs,Not Disclosed,"MS Visio, Brd, UAT, FRD, Visio, Microsoft, Business analysis",2 days ago,3.3,116795  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-3-to-8-years-070726023185
Business Analyst - Airlines Domain / Internet Booking / Data Projects,Xebia It Architects,Hybrid - Bengaluru,6-11 Yrs,Not Disclosed,"BI Tools, Business Intelligence Reporting, BI, Data Analytics, Analytics, Business analysis, Business intelligence, Airlines",3 days ago,3.0,1016  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-airlines-domain-internet-booking-data-projects-xebia-it-architects-bengaluru-6-to-11-years-070726008422
Business Analyst,Accenture,Bengaluru,1-4 Yrs,Not Disclosed,"business analyst, insurance, data analysis, data warehousing, research, sql, insurance domain, cloud",3 days ago,3.7,75214  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-060726924034
Business Operations Analyst,Accenture,Bengaluru,3-4 Yrs,Not Disclosed,"excel, data analysis, verbal communication, process improvement, technology, improvement, change management, operations",3 days ago,3.7,75214  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-operations-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-4-years-060726913968
Business Analyst - Banking Domain-PBNK,Infosys,Bengaluru,3-8 Yrs,Not Disclosed,"stakeholder management, functional specifications, project management, solutioning, consulting, business analysis, uat, user stories",6 days ago,3.5,49884  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-banking-domain-pbnk-infosys-limited-bengaluru-3-to-8-years-030726929642
Senior Business Analyst and Data Scientist,Ruby Consulting,Mumbai,7-10 Yrs,Not Disclosed,"SAS, Financial analysis, Coding, Business analysis, Staffing, Project management, Business analytics, Analytical",3+ weeks ago,N/A,N/A,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-and-data-scientist-ruby-consulting-mumbai-7-to-10-years-280426500256
Senior IT Business Analyst - ITIL,Medtronic,Hyderabad,5-10 Yrs,Not Disclosed,"RCA, IT Business Analyst, Data analysis, metadata, Service desk, IT support, Healthcare, Data analytics",3+ weeks ago,3.9,695  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-it-business-analyst-itil-india-medtronic-pvt-ltd-hyderabad-5-to-10-years-270526502234
Senior Business Analyst,Haier Appliances,Hyderabad,5-8 Yrs,Not Disclosed,"Business process, Supply chain, Order management, Process automation, Process optimization, Project management, Machine learning, Agile",3+ weeks ago,3.9,2030  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-business-analyst-haier-appliances-india-pvt-ltd-hyderabad-5-to-8-years-260725500874
Business Analyst Data Modelling-Associate,PwC Service Delivery Center,Kolkata,1-4 Yrs,Not Disclosed,"schema, metadata, python, data analysis, modeling, data analytics, data validation, data dictionary",3+ weeks ago,3.3,13082  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-business-analyst-data-modelling-associate-pricewaterhouse-coopers-service-delivery-center-kolkata-kolkata-1-to-4-years-260224500350
Senior IT Business Analyst - Robotic Process Automation,Medtronic,Hyderabad,3-7 Yrs,Not Disclosed,"Business process, Mining, Process automation, IT Business Analyst, Automation, Business Analyst, Enterprise architecture, Healthcare",3+ weeks ago,3.9,695  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-senior-it-business-analyst-robotic-process-automation-india-medtronic-pvt-ltd-hyderabad-3-to-7-years-250425500087
Sr Business Systems Analyst,Iqvia Biotech,Pune,2-4 Yrs,Not Disclosed,"project management, data analysis, prototyping, dashboard development, bi, dns, power bi, uat",3+ weeks ago,3.4,23  Reviews,BI Analyst,2026-07-10,https://www.naukri.com/job-listings-sr-business-systems-analyst-iqvia-biotech-pune-2-to-4-years-111225505487
