title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Data Engineer,Capgemini,Bengaluru,2-5 Yrs,Not Disclosed,"data engineer, snowflake, python, scala, maven, databricks, cloud technologies, sql",3 weeks ago,3.6,53966  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-capgemini-technology-services-india-limited-bengaluru-2-to-5-years-120526932353
Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"data engineer, python, data analytics, data pipelines, databricks, data architecture, distributed computing, analytics",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-120526919966
Data engineer- Spark scala,Tata Consultancy Services,"Pune, Chennai, Bengaluru",7-12 Yrs,15-30 Lacs PA,"SCALA, Spark, Data Engineering, Engineering, Data",3 weeks ago,3.3,115420  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-spark-scala-tata-consultancy-services-pune-chennai-bengaluru-7-to-12-years-120526006236
Data Engineer,Deloitte US-India Offices,"Gurugram, Chennai, Bengaluru",3-6 Yrs,Not Disclosed,"Data Engineering, Hadoop, Big Data, Data Modeling, Machine Learning, AWS, Python, Modeling",3 weeks ago,3.6,23500  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-deloitte-consulting-gurugram-chennai-bengaluru-3-to-6-years-120526004857
Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"python, data analytics, database design, data modeling, design principles, hive, scala, data manipulation",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-110526926866
Data Engineer,Accenture,Bengaluru,15-20 Yrs,Not Disclosed,"data engineer, analytics, cloud, data quality, data analytics, data pipelines, design, databricks",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-110526926233
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data pipelines, databricks, microsoft azure, data warehousing, collection, cloud, data quality",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526924791
Data Engineer,Capgemini,Bengaluru,2-5 Yrs,Not Disclosed,"data engineering, python, oracle, data processing, big data technologies, data warehousing, nosql, data quality",3 weeks ago,3.6,53966  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-capgemini-technology-services-india-limited-bengaluru-2-to-5-years-110526924753
Data Engineer,Accenture,Bengaluru,2-5 Yrs,Not Disclosed,"data engineer, python, data pipelines, web services, data warehousing, amazon web services, cloud platforms, nosql",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-110526923752
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, ATCI-5354763-S1960486, etl tools, data pipelines, cloud platforms, collection, data engineering, database design",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526923118
Data Engineer,Accenture,Bengaluru,15-20 Yrs,Not Disclosed,"data engineer, etl tools, data pipelines, cloud platforms, collection, data engineering, database design, cloud",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-110526922735
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data pipelines, data warehousing, cloud platforms, collection, data infrastructure, database design, cloud",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526921537
Data Engineer,Accenture,Bengaluru,2-5 Yrs,Not Disclosed,"data engineer, data pipelines, data warehousing, data migration, collection, data infrastructure, database design, analytics",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-110526920904
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data management, data pipelines, data warehousing, cloud platforms, collection, database design, cloud",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526920807
Data Engineer,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"data engineer, python, data analytics, data management, data pipelines, big data technologies, data warehousing, visualization tools",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-110526920796
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, software development, data pipelines, databricks, microsoft azure, auditing, data quality, database management",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526920523
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data pipelines, databricks, microsoft azure, data warehousing, collection, database design, cloud",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526920376
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data pipelines, databricks, microsoft azure, data warehousing, collection, database design, cloud",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526920373
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, data pipelines, databricks, microsoft azure, data warehousing, collection, cloud, data quality",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-110526920372
Data Engineer,Accenture,Bengaluru,15-20 Yrs,Not Disclosed,"azure databricks, microsoft azure, database design, data modeling, design principles, hive, python, data management",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-110526920335
Data Engineer,Accenture,Pune,3-8 Yrs,Not Disclosed,"data pipelines, data engineer, ATCI-5230531-S1920822, python, data analytics, scala, data processing, databricks",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-3-to-8-years-110526917838
Data Engineer,Accenture,Pune,2-4 Yrs,Not Disclosed,"pyspark, database design, data modeling, design principles, aws, hive, snowflake, python",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-pune-2-to-4-years-110526915817
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"python, data warehousing, aws kinesis, data warehousing concepts, etl, hive, data management, scala",3 weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-110526912576
Data Engineer,Careernet,Bengaluru,5-10 Yrs,Not Disclosed,"Data Engineering, DBT, Data Warehousing, Data, Engineering, Warehouse",3 weeks ago,,,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-careernet-bengaluru-5-to-10-years-110526033297
Microsoft Fabric Data Engineer,Tata Consultancy Services,"Pune, Bengaluru, Delhi / NCR",5-6 Yrs,Not Disclosed,"Data Engineering, Microsoft Fabric, Azure Data Factory, Azure Synapse, Pyspark, Azure Data Warehouse, Azure Databricks, Azure Data Lake",3 weeks ago,3.3,115420  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-microsoft-fabric-data-engineer-tata-consultancy-services-pune-bengaluru-delhi-ncr-5-to-6-years-110526003287
"Hadoop, Spark, Scala Data Engineer",Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-7 Yrs,15-22.5 Lacs PA,"Pyspark, Data Engineering, SCALA, Big Data, Python, Hadoop, Spark, Data",3 weeks ago,3.3,115420  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-hadoop-spark-scala-data-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-7-years-110526001483
Data Engineer,Accenture,Bengaluru,5-10 Yrs,Not Disclosed,"data engineer, python, data pipelines, data platforms, data processing, elt, subject matter expert, data engineering",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-060526936214
Data Engineer,TP,Bengaluru,1-4 Yrs,Not Disclosed,"data engineer, hive, python, data analytics, data analysis, scala, pyspark, data warehousing",3+ weeks ago,3.9,39022  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-teleperformance-global-business-private-limited-bengaluru-1-to-4-years-060526931489
Fincrime Data Engineer,EY,"Hybrid - Pune, Chennai, Bengaluru",3-6 Yrs,Not Disclosed,"AML, KYC, Data Engineer, Fraud, Financial crime, Data Engineering, Compliance, ETL",3+ weeks ago,3.4,14754  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-fincrime-data-engineer-ey-pune-chennai-bengaluru-3-to-6-years-060526041356
Data Engineer - Ab Initio,Careernet,"Hyderabad, Chennai, Bengaluru",3-8 Yrs,Not Disclosed,"Shell Scripting, ETL, Data Integration, SQL, Performance Testing, Data Warehouse, Scheduling, Abinitio",3+ weeks ago,,,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-ab-initio-careernet-hyderabad-chennai-bengaluru-3-to-8-years-060526040242
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"data engineer, sql, redshift, spark, gcp, devops, debugging, json",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-050526939589
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"data engineer, sql, redshift, spark, gcp, devops, debugging, json",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-050526939541
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"data engineer, sql, redshift, spark, gcp, devops, debugging, json",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-050526939540
Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"data engineer, snowflake, data warehouse, etl tools, data pipelines, web services, data querying, amazon web services",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-050526939454
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"data engineer, sql, redshift, spark, gcp, devops, debugging, json",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-050526939095
Data Engineer,Accenture,Bengaluru,2-4 Yrs,Not Disclosed,"data engineer, sql, redshift, spark, gcp, devops, debugging, json",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-050526937718
Data Engineer,Accenture,Bengaluru,3-8 Yrs,Not Disclosed,"data engineer, python, data analytics, data pipelines, scala, data processing, ATCI-5230528-S1920837, databricks",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-050526935803
Data Engineer,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"Data Engineer, Airflow, Ux, Ai, Kafka, Sla, Informatica, Llm",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-050526924904
Data Engineer,Accenture,Bengaluru,7-12 Yrs,Not Disclosed,"Data Engineer, Airflow, Ux, Ai, Kafka, Sla, Informatica, Llm",3+ weeks ago,3.7,74223  Reviews,Data Engineer,2026-06-06,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-050526924428
Analytics Engineer,DAZN,Hyderabad,2-7 Yrs,Not Disclosed,"algorithms, python, data analysis, software design, problem solving, business intelligence, nosql, software design and development",1 day ago,2.7,237  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-dazn-group-hyderabad-2-to-7-years-040626500945
Google Analytics Engineer,HCLTech,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Google Analytics 4, Tagging, Google Tag Manager, Conversion Tracking, Event Tracking, Management, Conversions, Analytics",2 days ago,3.4,46434  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-google-analytics-engineer-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-040626000318
Analytics Engineer,Earnin,Bengaluru,2-7 Yrs,Not Disclosed,"Data modeling, Postgresql, Schema, Data structures, Healthcare, Data quality, QlikView, Business intelligence",2 days ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-earnin-bengaluru-2-to-7-years-030626502365
"Google Analytics Engineer (GA4, GTM & BigQuery)",Neuronimbus Software Services,Remote,3-7 Yrs,Not Disclosed,"Google Analytics 4, Google Tag Manager, BigQuery, Google Cloud Platform, Data Modeling, Dashboarding, Data Warehousing, ETL",3 days ago,4.1,77  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-google-analytics-engineer-ga4-gtm-bigquery-neuronimbus-software-services-gurugram-3-to-7-years-030626016740
Ontology Analytics Engineer,Insight Global Technologies,Remote,8-13 Yrs,Not Disclosed,"Agentic Ai, Microsoft Fabric, Tabular Model Definition Language, semantic models, Data Analytics, Visual Studio Code, Data Engineering, Semantic Layers",1 week ago,3.5,32  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-ontology-analytics-engineer-insight-global-technologies-hyderabad-8-to-13-years-250526003222
Analytics Engineer,HRS Group,Mumbai,4-5 Yrs,Not Disclosed,"Procurement, Web analytics, Analytical, Consulting, Data quality, Oracle, Data warehousing, Analytics",2 weeks ago,3.1,41  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-hrs-group-mumbai-4-to-5-years-220526501615
Lead Analytics Engineer,Salesforce,Bengaluru,10-15 Yrs,Not Disclosed,"Change management, Agile, Instrumentation, Customer support, Operations, Information technology, Analytics, CRM",1 week ago,3.9,1170  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-lead-analytics-engineer-salesforce-bengaluru-10-to-15-years-260526501788
Pump Analytics Engineer,Sulzer Vendor,Pune,4-7 Yrs,Not Disclosed,"Data analysis, Mediclaim, analytics analyst, Data analytics, Business intelligence, Analytics, Analysis, Data",2 weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-pump-analytics-engineer-sulzer-pumps-india-limited-pune-4-to-7-years-200526500396
Ecommerce Analytics Engineer,Mouser Electronics,Bengaluru,7-12 Yrs,Not Disclosed,"Ecommerce Analytics, digital analytics, performance tuning, mathematics, ai, programming principles, sql, analytics",3 weeks ago,3.4,272  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-ecommerce-analytics-engineer-mouser-electronics-india-pvt-ltd-bengaluru-7-to-12-years-110526929191
Analytics Engineer,Fornax,Mumbai,2-7 Yrs,Not Disclosed,"Team management, Data modeling, Analytical, Workflow, Data quality, Continuous improvement, Operations, Analytics",3+ weeks ago,4.5,2  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-fornax-mumbai-2-to-7-years-311025500410
Analytics Engineer Databricks,Infotrellis,Chennai,5-12 Yrs,Not Disclosed,"Version control, GIT, Architecture, Delta, Healthcare, Data quality, Analytics, Financial services",3+ weeks ago,1.8,3  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-databricks-infotrellis-chennai-5-to-12-years-300126506661
Analytics Engineer Databricks,Infotrellis,Bengaluru,5-12 Yrs,Not Disclosed,"Version control, GIT, Architecture, Delta, Healthcare, Data quality, Analytics, Financial services",3+ weeks ago,1.8,3  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-databricks-infotrellis-bengaluru-5-to-12-years-280126500410
Temenos Analytics Engineer,Diverse Lynx,Bengaluru,2-7 Yrs,Not Disclosed,"Analytics, Temenos",3+ weeks ago,3.4,387  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-temenos-analytics-engineer-diverse-lynx-bengaluru-2-to-7-years-250725503670
Wells Analytics Engineer,Exxon Mobil Corporation,Bengaluru,3-8 Yrs,Not Disclosed,"Drilling, SAP, Networking, LNG, Wireline, Troubleshooting, Oracle, Petroleum",2 weeks ago,3.7,542  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-wells-analytics-engineer-exxon-mobil-corporation-bengaluru-3-to-8-years-180526505370
Associate Analytics Engineer,Swiss Re,Bengaluru,1-3 Yrs,Not Disclosed,"r, analytical, data science, spark, big data, programming, communication skills, Analytics",3+ weeks ago,3.8,360  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-associate-analytics-engineer-swiss-re-bengaluru-1-to-3-years-180325502353
Analytics Engineer (Tableau),Diverse Lynx,Pune,2-6 Yrs,Not Disclosed,"Training, tableau, Data analysis, Business Analyst, Data modeling, Troubleshooting, Performance monitoring, Analytics",3+ weeks ago,3.4,387  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-tableau-diverse-lynx-pune-2-to-6-years-161223500035
AI Analytics Engineer,Bootcoding,Nagpur,2-4 Yrs,Not Disclosed,"Health insurance, NoSQL, Artificial Intelligence, Machine learning, Data processing, Data mining, Information technology, SQL",3 weeks ago,4.0,3  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-ai-analytics-engineer-bootcoding-nagpur-2-to-4-years-150526505211
Lead Analytics Engineer,Volvo Auto,Bengaluru,8-12 Yrs,Not Disclosed,"github, Version control, orchestration, Data modeling, Analytical, Data quality, Analytics, Automotive",3+ weeks ago,3.7,8  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-lead-analytics-engineer-volvo-auto-india-pvt-ltd-bengaluru-8-to-12-years-091025500971
Analytics Engineer,Hexpress Healthcare,Vadodara,5-10 Yrs,Not Disclosed,"Data analysis, Healthcare, power bi, Data quality, Business intelligence, Data warehousing, Monitoring, Analytics",3+ weeks ago,3.7,10  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-hexpress-healthcare-vadodara-5-to-10-years-010426503321
Adobe Analytics Engineer,Han Digital Solution,Chennai,3-7 Yrs,Not Disclosed,"Data analysis, Front end, Data quality, Adobe, Release management, Analytics, SDLC, SQL",3+ weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-adobe-analytics-engineer-han-digital-solution-chennai-3-to-7-years-150426503723
Analytics & Experimentation Engineer GA4 + GTM,Brandloom,Gurugram,2-7 Yrs,Not Disclosed,"CRO, Google Analytics, Excel, Testing tools, Consulting, Debugging, Javascript, Instrumentation",3+ weeks ago,4.7,64  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-experimentation-engineer-ga4-gtm-brandloom-gurugram-2-to-7-years-060226506235
Analytics & AI Engineer - Band D,Mancer Consulting Services,Hyderabad,5-9 Yrs,Not Disclosed,"Backend, GIT, Architecture, Coding, Analytical, Machine learning, Workflow, Data processing",3+ weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-ai-engineer-band-d-mancer-consulting-services-hyderabad-5-to-9-years-240426503464
"Sr Engineer, Data Analytics Engineering",LPL Financial,Hyderabad,8-13 Yrs,Not Disclosed,"Computer science, Automation, Data modeling, Apache, SSIS, Analytics, Monitoring, Financial services",1 day ago,1.7,3  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-sr-engineer-data-analytics-engineering-lpl-financial-hyderabad-8-to-13-years-040626500382
Senior Data Analytics Engineer,Earnin,Bengaluru,4-9 Yrs,Not Disclosed,"Data modeling, Postgresql, Schema, Data structures, Healthcare, Data quality, QlikView, Business intelligence",2 days ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-data-analytics-engineer-earnin-bengaluru-4-to-9-years-030626502361
Senior Analytics Engineer,Earnin,Bengaluru,4-9 Yrs,Not Disclosed,"Data modeling, Postgresql, Schema, Data structures, Healthcare, Data quality, QlikView, Business intelligence",2 days ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-earnin-bengaluru-4-to-9-years-030626502360
Reporting & Data Analytics Engineer,Indian Service Based Company,Hybrid - Hyderabad(Gachibowli),5-10 Yrs,5-13 Lacs PA,"Report Generation, Data Analysis, Data Aggregation, Bigfix, Power Bi, ITSM, IT Infrastructure Management, IT management",1 day ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-reporting-data-analytics-engineer-hirexa-solutions-hyderabad-5-to-10-years-020626015780
Analytics Engineer (m/f/d),Siemens,Thane,3-8 Yrs,Not Disclosed,"Analytics, Airflow, Predictive Modeling, Compliance, Architecture, Power Bi, Github, Ai",4 days ago,4.0,5867  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-m-f-d-siemens-limited-thane-3-to-8-years-010626921079
Marketing Analytics engineer,Tekskills india,Hybrid - Hyderabad,6-10 Yrs,Not Disclosed,"Google Analytics, Adobe Launch, Adobe Analytics, Adobe Target, Adobe, Analytics, Google, Launch",1 week ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-marketing-analytics-engineer-tekskills-hyderabad-6-to-10-years-290526921973
Marketing Analytics engineer,Tekskills india,Hybrid - Bengaluru,6-10 Yrs,Not Disclosed,"Google Analytics, Adobe Launch, Adobe Analytics, Adobe Target, Target, Marketing analytics, Marketing, Analytics",1 week ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-marketing-analytics-engineer-tekskills-bengaluru-6-to-10-years-290526921972
Marketing Analytics engineer,Tekskills india,Hybrid - Chennai,6-10 Yrs,Not Disclosed,"Google Analytics, Adobe Launch, Adobe Analytics, Adobe Target, Adobe, Analytics, Target, Launch",1 week ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-marketing-analytics-engineer-tekskills-chennai-6-to-10-years-290526921970
Performance & Analytics Engineer,Capgemini,Mumbai,3-6 Yrs,Not Disclosed,"Data Analysis, Product Development, System Optimization, Engineering Analysis, Cad Modeling, Development, Cadworx, Performance",1 week ago,3.6,53966  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-performance-analytics-engineer-capgemini-technology-services-india-limited-mumbai-3-to-6-years-290526905222
Associate - Agentic AI - Data analytics engineer,HARMAN India,Kalyani,1-3 Yrs,Not Disclosed,"Computer science, C++, Data modeling, Data analytics, Information technology, Analytics, Monitoring, Automotive",1 week ago,3.8,3350  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-associate-agentic-ai-data-analytics-engineer-harman-india-kalyani-1-to-3-years-290526500629
Senior Azure Advanced Analytics Engineer role,PwC Service Delivery Center,Hyderabad,6-9 Yrs,Not Disclosed,"Power Bi, Azure Databricks, Advanced Excel, Data Analytics, ETL, Azure Data Factory, Data Analysis, Data",4 days ago,3.3,12831  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-azure-advanced-analytics-engineer-role-pwc-service-delivery-center-hyderabad-6-to-9-years-290526000121
"Sr. Analytics Engineer - Data Warehouse (Hybrid, Bangalore)",Smart,Bengaluru,20-25 Yrs,Not Disclosed,"Data validation, Data modeling, Business analytics, HIPAA, data governance, Regression testing, Data quality, data privacy",1 week ago,3.7,21  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-sr-analytics-engineer-data-warehouse-hybrid-bangalore-smart-bengaluru-20-to-25-years-280526504653
Associate - Agentic AI - Data analytics engineer,HARMAN India,Bengaluru,1-3 Yrs,Not Disclosed,"Computer science, C++, Data modeling, Data analytics, Information technology, Analytics, Monitoring, Automotive",1 week ago,3.8,3350  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-associate-agentic-ai-data-analytics-engineer-harman-india-bengaluru-1-to-3-years-280526503384
Associate - Embedded AI & Data Analytics Engineer,HARMAN India,Bengaluru,1-3 Yrs,Not Disclosed,"Computer science, C++, Data modeling, Data analytics, Information technology, Analytics, Monitoring, Automotive",1 week ago,3.8,3350  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-associate-embedded-ai-data-analytics-engineer-harman-india-bengaluru-1-to-3-years-280526503380
"Senior Analyst, Big Data Analytics & Engineering",Mastercard,Vadodara,5-9 Yrs,Not Disclosed,"big data, hive, s3, risk management, data analytics, oracle, data analysis, big data analytics",1 week ago,3.8,1012  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analyst-big-data-analytics-engineering-mastercard-india-services-private-limited-vadodara-5-to-9-years-270526932839
Analytics Engineer/ Business Intelligence Analyst,Cloudxtreme,Hybrid - Hyderabad,2-6 Yrs,Not Disclosed,"Bi Development, Power Bi, GCP Looker, Servicenow, SQL, Business Intelligence, Dashboards, Looker",1 week ago,4.2,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-business-intelligence-analyst-cloudxtreme-hyderabad-2-to-6-years-270526030788
Analytics Engineer/ Business Intelligence Analyst,Cloudxtreme,Hyderabad,3-6 Yrs,5-7.5 Lacs PA,"Experience or exposure to ServiceNow Reporting, Candidate should be able to develop dashboards using GCP Looker tool, Business Intelligence Analyst, Experience with SQL, Development, GCP, Analytics, Reporting",1 week ago,4.2,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-business-intelligence-analyst-cloudxtreme-hyderabad-3-to-6-years-270526011881
Data Analytics Engineer,PSRTEK,Hyderabad,1-4 Yrs,Not Disclosed,"Statistical programming, Cloud computing, Coding, Technical writing, Artificial Intelligence, Machine learning, Data mining, Analytics",1 week ago,4.3,50  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-psr-tek-hyderabad-1-to-4-years-260526503434
Data Analytics Engineer,Iflow,Pune,7-10 Yrs,Not Disclosed,"Root cause analysis, metadata, Usage, Warehouse, Analytical, Data analytics, Management, Operations",1 week ago,4.7,6  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-iflow-pune-7-to-10-years-260526503150
